Title: 350 micron Polarimetry from the Caltech Submillimeter Observatory  
Authors: Dotson J.L., Vaillancourt J.E., Kirby L., Dowell C.D., Hildebrand R.H.,
         Davidson J.A.
Table: Data
================================================================================
Byte-by-byte Description of file: apjs333144t2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label Explanations
--------------------------------------------------------------------------------
   1- 15 A15    ---    Name  Object name
  17- 20 I4     arcsec oRA   Right Ascension offset from center 
  22- 25 I4     arcsec oDE   Declination offset from center
  27- 31 F5.1   pix    oX    X pixel offset from center (1) 
  33- 37 F5.1   pix    oY    Y pixel offset from center (1)
  39- 43 F5.2   %      P     Polarization magnitude
  45- 49 F5.2   %    e_P     Uncertainty in P
  51- 55 F5.1   deg    PA    Polarization position angle; degrees east of north
  57- 62 F6.1   deg  e_PA    Uncertainty in PA
  64- 69 F6.1   Jy     Int   Source intensity in units of Jy/beam
  71- 74 F4.1   Jy   e_Int   Uncertainty in Int in units of Jy/beam
  76- 78 I3     ---    Num   Number of measurements
--------------------------------------------------------------------------------
Note (1): oX is parallel to RA, except M17 is 16 degrees CW from RA and M82 
          is 24 degrees CW from RA.  oY is parallel to Dec, except M17 is 
          16 degrees CW from Dec and M82 is 24 degrees CW from Dec. Pixel 
          offsets in the x- and y-directions are given in units of the pixel
          center-to-center spacing, 17.8 arcseconds. Right Ascension and 
          Declination offsets are calculated using this spacing and are 
          rounded to the nearest arcsecond; offsets are given with respect to 
W33_A            -53  -36  -3.0  -2.0  1.70  2.18 147.9   26.9   40.8  1.4   5 
W33_A            -53  -18  -3.0  -1.0  0.11  0.55 139.3  137.4   53.0  0.9  14 
W33_A            -53    0  -3.0   0.0  1.54  0.33 127.1    6.2   67.4  0.9  13 
W33_A            -53   18  -3.0   1.0  0.51  0.46  89.3   16.0   80.0  1.0  13 
W33_A            -53   36  -3.0   2.0  1.14  0.51  16.0   16.2   67.6  1.7  10 
W33_A            -36  -53  -2.0  -3.0  1.04  1.32  37.9   30.8   38.2  1.6   5 
W33_A            -36  -36  -2.0  -2.0  1.35  0.40 135.9    8.5   53.0  1.0  17 
W33_A            -36  -18  -2.0  -1.0  0.50  0.30 135.9   17.2   64.8  0.7  25 
W33_A            -36    0  -2.0   0.0  1.23  0.20 131.3    6.1   82.9  0.7  25 
W33_A            -36   18  -2.0   1.0  0.38  0.19 100.7   14.2   86.0  0.7  24 
W33_A            -36   36  -2.0   2.0  0.86  0.29 136.5    9.6   68.3  0.7  21 
W33_A            -36   53  -2.0   3.0  0.91  0.54 130.2   16.8   59.0  1.9   9 
W33_A            -18  -53  -1.0  -3.0  0.85  0.63  97.9   21.2   59.0  2.9   8 
W33_A            -18  -36  -1.0  -2.0  1.46  0.29 139.1    7.2   62.3  0.7  25 
W33_A            -18  -18  -1.0  -1.0  0.81  0.21 117.8    8.4   86.4  0.7  25 
W33_A            -18    0  -1.0   0.0  0.63  0.24 135.6    6.5  108.9  0.7  25 
W33_A            -18   18  -1.0   1.0  0.34  0.18 107.8   14.7  116.7  0.8  24 
W33_A            -18   36  -1.0   2.0  0.61  0.21  94.5    9.8   85.9  0.8  24 
W33_A            -18   53  -1.0   3.0  0.87  0.41 104.4   13.4   56.0  0.9  16 
W33_A             -0  -53   0.0  -3.0  0.38  0.72 151.6   67.2   64.0  3.1   8 
W33_A             -0  -36   0.0  -2.0  0.97  0.23 139.7    6.6   73.2  0.7  25 
W33_A             -0  -18   0.0  -1.0  0.92  0.17 142.8    5.1  105.8  0.7  24 
W33_A              0    0   0.0   0.0  0.80  0.08 117.2    2.8  168.6  0.7  25 
W33_A              0   18   0.0   1.0  0.38  0.12 104.6    9.6  165.9  0.8  24 
W33_A              0   36   0.0   2.0  0.64  0.26 112.6   11.4  100.0  0.8  25 
W33_A              0   53   0.0   3.0  0.23  0.38  95.2   48.7   56.6  0.9  16 
W33_A             18  -53   1.0  -3.0  1.92  0.47 143.2    6.9   72.3  3.1   7 
W33_A             18  -36   1.0  -2.0  1.33  0.19 129.6    4.3   79.0  0.7  25 
W33_A             18  -18   1.0  -1.0  0.90  0.15 120.3    5.0  128.0  0.7  25 
W33_A             18   -0   1.0   0.0  0.69  0.09 106.7    3.7  174.9  0.7  24 
W33_A             18   18   1.0   1.0  0.71  0.14 102.9    4.8  167.3  0.8  24 
W33_A             18   36   1.0   2.0  0.83  0.46 133.5    8.6   88.8  0.8  24 
W33_A             18   53   1.0   3.0  0.16  0.40 177.6   70.6   51.3  0.8  16 
W33_A             36  -53   2.0  -3.0  0.90  1.19 170.4   38.3   92.4 25.0   4 
W33_A             36  -36   2.0  -2.0  0.54  0.24 109.5   12.7   79.0  1.2  15 
W33_A             36  -18   2.0  -1.0  0.77  0.17 130.0    6.2   92.0  0.7  24 
W33_A             36   -0   2.0   0.0  0.67  0.15 129.4    6.6   96.6  0.7  24 
W33_A             36   18   2.0   1.0  1.01  0.21 121.0    7.7   93.2  0.7  23 
W33_A             36   36   2.0   2.0  0.28  0.35   8.1   75.7   73.0  1.0  20 
W33_A             36   53   2.0   3.0  2.60  0.79 124.4    8.7   43.0  1.7   7 
W33_A             53  -36   3.0  -2.0  1.90  1.52   4.9   23.7   84.1 26.3   4 
W33_A             53  -18   3.0  -1.0  0.46  0.35 176.2   21.7   64.1  1.9  11 
W33_A             53   -0   3.0   0.0  1.03  0.33 146.0    9.6   64.6  2.0  11 
W33_A             53   18   3.0   1.0  0.29  0.34   2.9   34.0   64.0  2.2  11 
W33_A             53   36   3.0   2.0  1.47  0.71 125.0   12.1   44.4  1.7   7 
L483             -53  -36  -3.0  -2.0  4.34  9.01  30.0   62.8    1.7  0.3  11 
L483             -53  -18  -3.0  -1.0  5.74  1.98  21.3   10.1    5.3  0.2  26 
L483             -53    0  -3.0   0.0  2.97  1.93 105.9   18.8    5.4  0.2  26 
L483             -53   18  -3.0   1.0  2.52  1.81  67.1   20.4    5.6  0.2  26 
L483             -53   36  -3.0   2.0  2.38  2.39  48.0   28.7    9.3  0.4  15 
L483             -36  -53  -2.0  -3.0 12.74 11.33 132.8   25.1    1.2  0.4  11 
L483             -36  -36  -2.0  -2.0  0.23  1.70  36.8  217.1    6.1  0.2  26 
L483             -36  -18  -2.0  -1.0  1.36  1.10 130.6   23.2    8.5  0.1  38 
L483             -36    0  -2.0   0.0  1.67  0.77   1.6   13.2    9.9  0.1  37 
L483             -36   18  -2.0   1.0  1.79  0.98  22.5   15.7    8.9  0.1  38 
L483             -36   36  -2.0   2.0  1.56  1.27  31.2   23.4    6.7  0.1  37 
L483             -36   53  -2.0   3.0  0.23  2.29  40.9  289.3   10.6  0.4  15 
L483             -18  -53  -1.0  -3.0  6.71 11.94 170.1   49.5    1.3  0.3  11 
L483             -18  -36  -1.0  -2.0  2.39  1.17 170.5   14.1    6.7  0.1  38 
L483             -18  -18  -1.0  -1.0  0.35  0.63  30.2   52.5   12.0  0.1  38 
L483             -18    0  -1.0   0.0  0.07  0.36  45.0  152.7   31.4  0.2  37 
L483             -18   18  -1.0   1.0  0.42  0.33  48.7   22.5   23.4  0.2  38 
L483             -18   36  -1.0   2.0  1.51  1.18 166.0   22.7    8.2  0.1  37 
L483             -18   53  -1.0   3.0  1.91  1.84 158.6   28.8    6.8  0.2  26 
L483              -0  -36   0.0  -2.0  1.39  1.22  92.0   25.1    6.2  0.1  37 
L483              -0  -18   0.0  -1.0  0.99  0.51 159.3   14.5   14.4  0.1  37 
L483               0    0   0.0   0.0  0.12  0.24 111.5   59.2   28.8  0.1  37 
L483               0   18   0.0   1.0  0.60  0.30 109.6   14.0   30.0  0.2  39 
L483               0   36   0.0   2.0  1.35  1.06  26.4   22.0    7.9  0.1  37 
L483               0   53   0.0   3.0  3.07  1.80  90.5   16.8    7.1  0.2  26 
L483              18  -36   1.0  -2.0  2.08  1.32 160.9   18.2    5.6  0.1  38 
L483              18  -18   1.0  -1.0  1.30  0.80 163.2   17.7    9.4  0.1  37 
L483              18   -0   1.0   0.0  0.23  0.46  43.8   57.7   15.2  0.1  38 
L483              18   18   1.0   1.0  0.28  0.37 131.8   37.5   21.5  0.2  38 
L483              18   36   1.0   2.0  0.37  0.73 125.3   56.8   10.4  0.1  39 
L483              18   53   1.0   3.0  1.15  1.93 154.4   47.9    6.7  0.2  26 
L483              36  -36   2.0  -2.0  1.61  3.01 160.2   53.5    2.7  0.2  23 
L483              36  -18   2.0  -1.0  3.29  1.27 168.4   11.2    6.3  0.1  37 
L483              36   -0   2.0   0.0  1.32  0.76  42.2   16.7    9.1  0.1  37 
L483              36   18   2.0   1.0  1.01  0.77   9.4   22.1    9.2  0.1  38 
L483              36   36   2.0   2.0  1.56  0.81 108.6   14.9   16.0  0.5  26 
L483              36   53   2.0   3.0  9.42  3.94 123.3   11.9    3.7  0.3  11 
L483              53  -18   3.0  -1.0  2.48  2.62 170.9   30.4    4.4  0.3  11 
L483              53   -0   3.0   0.0  2.39  2.17 163.5   25.8    5.7  0.3  11 
L483              53   18   3.0   1.0  2.44  2.45 176.9   28.7    5.2  0.3  11 
L483              53   36   3.0   2.0  1.67  2.97  97.1   50.0    4.2  0.3  11 
M17             -100 -103  -7.0  -4.0  7.06  2.21 133.8    9.0   36.6  5.7   8 
M17             -105  -86  -7.0  -3.0 10.41  1.98 137.3    5.4   44.9  5.4   8 
M17             -110  -69  -7.0  -2.0  8.61  1.43 143.7    4.7   61.0  5.6   8 
M17             -115  -51  -7.0  -1.0  6.35  1.34 142.7    6.0   72.3  7.3   6 
M17              -73 -132  -6.0  -6.0  2.42  1.07 119.1   12.7  117.9 11.9   5 
M17              -78 -115  -6.0  -5.0  3.40  0.49 137.9    4.1   86.0  1.8  21 
M17              -83  -98  -6.0  -4.0  4.94  0.32 141.3    1.9  111.0  1.1  29 
M17              -88  -81  -6.0  -3.0  4.63  0.28 137.0    1.7  129.8  1.1  29 
M17              -93  -64  -6.0  -2.0  4.95  0.27 140.7    1.6  150.1  1.1  26 
M17              -98  -47  -6.0  -1.0  4.56  0.34 144.6    2.1  143.7  1.9  16 
M17             -103  -29  -6.0   0.0  4.95  0.72 147.4    4.1  113.4  6.9   6 
M17              -51 -144  -5.0  -7.0  0.89  0.94  32.7   30.3  159.6 22.2   3 
M17              -56 -127  -5.0  -6.0  2.61  0.45 141.1    5.0  112.0  2.3  15 
M17              -61 -110  -5.0  -5.0  3.42  0.29 133.9    2.4  113.8  1.0  31 
M17              -66  -93  -5.0  -4.0  4.20  0.16 137.8    1.1  180.2  0.8  36 
M17              -71  -76  -5.0  -3.0  4.08  0.14 141.4    1.0  208.8  0.8  36 
M17              -76  -59  -5.0  -2.0  4.05  0.15 140.3    1.0  208.2  0.8  36 
M17              -81  -42  -5.0  -1.0  3.32  0.17 143.5    1.4  202.8  0.8  30 
M17              -86  -25  -5.0   0.0  2.94  0.27 152.6    2.6  221.2  2.2  18 
M17              -90   -7  -5.0   1.0  1.97  0.50 136.1    7.3  291.0  3.8   4 
M17              -95   10  -5.0   2.0  2.01  0.45 135.4    6.4  361.4  4.3   4 
M17             -100   27  -5.0   3.0  1.67  0.41 124.8    7.1  350.6  3.7   4 
M17             -105   44  -5.0   4.0  1.59  0.31 130.5    5.7  240.3  5.2   7 
M17             -110   61  -5.0   5.0  0.69  0.34 133.9   14.3  215.3  5.1   7 
M17             -115   78  -5.0   6.0  1.02  0.43 122.4   12.2  214.7  5.4   7 
M17             -120   95  -5.0   7.0  1.28  0.41 143.6    9.2  220.3  5.3   7 
M17              -34 -139  -4.0  -7.0  1.19  1.07  63.0   25.6  174.9 21.8   3 
M17              -39 -122  -4.0  -6.0  2.46  0.32 133.0    3.8  147.0  1.8  17 
M17              -44 -105  -4.0  -5.0  2.40  0.17 140.2    2.0  181.2  0.8  36 
M17              -49  -88  -4.0  -4.0  2.80  0.12 140.6    1.2  241.3  0.7  36 
M17              -54  -71  -4.0  -3.0  2.50  0.10 140.0    1.1  242.0  0.7  38 
M17              -59  -54  -4.0  -2.0  2.24  0.10 140.8    1.3  222.0  0.6  38 
M17              -64  -37  -4.0  -1.0  2.01  0.10 138.8    1.5  249.8  2.0  41 
M17              -68  -20  -4.0   0.0  1.62  0.10 147.5    1.8  279.8  1.0  31 
M17              -73   -3  -4.0   1.0  1.02  0.52 160.7   16.0  323.6  3.3  11 
M17              -78   15  -4.0   2.0  0.45  0.23 167.1   14.9  361.1  3.4  11 
M17              -83   32  -4.0   3.0  0.62  0.14 141.7    6.5  372.9  1.0  22 
M17              -88   49  -4.0   4.0  0.87  0.16 123.0    5.2  289.4  2.2  20 
M17              -93   66  -4.0   5.0  1.04  0.18 122.3    4.9  268.1  1.8  22 
M17              -98   83  -4.0   6.0  0.87  0.19 125.1    6.2  253.0  1.9  22 
M17             -103  100  -4.0   7.0  1.00  0.24 138.7    6.9  231.4  2.9  15 
M17             -108  117  -4.0   8.0  0.21  0.27 152.3   36.3  250.8  3.6   9 
M17              -17 -134  -3.0  -7.0  2.94  2.84  88.2   27.8  221.0 24.0   3 
M17              -22 -117  -3.0  -6.0  1.32  0.35 136.4    7.7  195.1  1.8  17 
M17              -27 -100  -3.0  -5.0  1.11  0.14 130.7    3.7  217.8  0.7  36 
M17              -32  -83  -3.0  -4.0  1.33  0.09 147.9    1.9  232.8  0.6  39 
M17              -37  -66  -3.0  -3.0  1.12  0.08 145.0    2.2  221.0  0.0  39 
M17              -42  -49  -3.0  -2.0  1.22  0.08 143.7    2.0  226.6  0.4  43 
M17              -46  -32  -3.0  -1.0  1.45  0.07 143.8    1.4  288.7  1.0  52 
M17              -51  -15  -3.0   0.0  1.28  0.06 150.8    1.3  359.3  1.0  36 
M17              -56    2  -3.0   1.0  0.91  0.10 164.6    2.3  466.4  1.3  17 
M17              -61   20  -3.0   2.0  0.72  0.08 176.4    2.8  535.2  1.3  21 
M17              -66   37  -3.0   3.0  0.32  0.08  13.9    7.5  474.4  1.2  35 
M17              -71   54  -3.0   4.0  0.25  0.07 133.4    9.1  445.9  1.7  46 
M17              -76   71  -3.0   5.0  0.86  0.06 133.7    2.0  399.2  0.7  49 
M17              -81   88  -3.0   6.0  0.64  0.05 126.8    2.3  432.2  0.7  49 
M17              -86  105  -3.0   7.0  0.47  0.06 101.1    3.8  412.6  0.9  46 
M17              -91  122  -3.0   8.0  0.33  0.14  69.8   11.9  263.6  1.3  23 
M17                0 -130  -2.0  -7.0  2.25  0.73 109.1    9.3  203.3 20.8   3 
M17               -5 -112  -2.0  -6.0  0.43  0.23 132.9   15.6  201.8  2.0  15 
M17              -10  -95  -2.0  -5.0  0.30  0.11 128.6   10.8  252.6  0.6  30 
M17              -15  -78  -2.0  -4.0  0.53  0.08 144.0    4.1  225.3  0.4  43 
M17              -20  -61  -2.0  -3.0  0.37  0.07 157.0    5.3  226.4  0.3  51 
M17              -24  -44  -2.0  -2.0  0.87  0.06 153.9    1.9  253.3  0.2  59 
M17              -29  -27  -2.0  -1.0  1.21  0.07 159.1    1.6  323.3  0.9  63 
M17              -34  -10  -2.0   0.0  1.39  0.06 165.5    1.2  400.0  1.0  43 
M17              -39    7  -2.0   1.0  0.74  0.04 167.4    1.9  619.4  1.1  22 
M17              -44   24  -2.0   2.0  0.41  0.03   6.8    3.5  704.9  1.2  30 
M17              -49   42  -2.0   3.0  0.23  0.07   1.9    9.8  636.2  1.2  59 
M17              -54   59  -2.0   4.0  0.13  0.05 163.6   13.9  474.0  1.1  66 
M17              -59   76  -2.0   5.0  0.55  0.05 154.6    2.7  370.2  0.0  60 
M17              -64   93  -2.0   6.0  0.55  0.05 163.9    2.7  407.3  0.6  56 
M17              -69  110  -2.0   7.0  0.15  0.05  37.5    9.5  412.0  0.6  54 
M17              -73  127  -2.0   8.0  0.45  0.08  56.4    4.9  307.0  0.9  41 
M17              -78  144  -2.0   9.0  0.86  0.19  61.1    6.3  204.6  1.0  10 
M17               12 -108  -1.0  -6.0  0.45  0.37  97.8   23.3  172.0  7.3   5 
M17                7  -90  -1.0  -5.0  0.53  0.12  27.4    6.4  192.3  0.6  24 
M17                3  -73  -1.0  -4.0  0.67  0.07   3.4    3.1  211.0  0.3  41 
M17               -2  -56  -1.0  -3.0  1.13  0.06 173.3    1.6  249.7  0.3  46 
M17               -7  -39  -1.0  -2.0  1.20  0.05 174.1    1.2  327.7  0.2  51 
M17              -12  -22  -1.0  -1.0  1.77  0.04 170.9    0.6  412.7  1.0  50 
M17              -17   -5  -1.0   0.0  1.46  0.03 167.5    0.7  479.8  1.0  38 
M17              -22   12  -1.0   1.0  0.92  0.04 160.9    1.2  592.0  1.0  32 
M17              -27   29  -1.0   2.0  0.42  0.03 156.3    2.1  640.2  1.1  37 
M17              -32   46  -1.0   3.0  0.20  0.03 165.2    5.1  596.3  1.1  64 
M17              -37   64  -1.0   4.0  0.46  0.04 179.6    3.0  559.0  1.2  70 
M17              -42   81  -1.0   5.0  0.69  0.04 179.4    1.8  408.2  0.4  61 
M17              -47   98  -1.0   6.0  1.12  0.05   2.2    1.2  390.0  0.0  60 
M17              -51  115  -1.0   7.0  0.81  0.07   5.4    2.4  302.7  0.0  56 
M17              -56  132  -1.0   8.0  0.31  0.09  40.5    8.6  239.6  0.7  43 
M17              -61  149  -1.0   9.0  0.53  0.21  86.3   11.3  164.9  1.1  12 
M17               25  -86   0.0  -5.0  1.57  0.18  29.9    3.2  181.0  0.9   8 
M17               20  -68   0.0  -4.0  1.66  0.07  12.7    1.2  260.3  0.4  24 
M17               15  -51   0.0  -3.0  1.91  0.05 177.8    0.7  334.7  0.3  27 
M17               10  -34   0.0  -2.0  2.17  0.04 176.7    0.6  394.1  0.3  33 
M17                5  -17   0.0  -1.0  2.11  0.03 173.2    0.6  467.4  2.0  34 
M17                0    0   0.0   0.0  1.62  0.03 166.9    0.7  490.0  1.0  34 
M17               -5   17   0.0   1.0  1.10  0.03 162.1    0.8  495.7  1.0  34 
M17              -10   34   0.0   2.0  0.74  0.04 156.9    1.6  471.0  1.1  37 
M17              -15   51   0.0   3.0  0.48  0.04 173.6    2.6  516.4  1.1  57 
M17              -20   68   0.0   4.0  0.89  0.03  10.1    1.0  670.2  2.4  66 
M17              -25   86   0.0   5.0  0.97  0.03   9.3    0.8  598.1  0.4  62 
M17              -29  103   0.0   6.0  1.37  0.03  11.3    0.7  512.7  0.4  62 
M17              -34  120   0.0   7.0  1.13  0.07   7.7    1.8  287.0  0.0  56 
M17              -39  137   0.0   8.0  0.41  0.14  12.3    9.5  175.0  0.8  36 
M17              -44  154   0.0   9.0  0.38  0.29  95.4   21.4  110.1  1.1  12 
M17               42  -81   1.0  -5.0  1.98  0.21  31.6    3.0  155.4  1.2   6 
M17               37  -64   1.0  -4.0  1.86  0.11  21.7    1.7  235.0  0.0  14 
M17               32  -46   1.0  -3.0  1.93  0.06   6.0    0.9  294.9  0.0  20 
M17               27  -29   1.0  -2.0  2.29  0.05 179.5    0.6  313.8  0.4  22 
M17               22  -12   1.0  -1.0  2.18  0.05 178.3    0.6  359.0  0.3  26 
M17               17    5   1.0   0.0  2.00  0.04 177.3    0.6  348.9  2.0  30 
M17               12   22   1.0   1.0  1.43  0.05 177.0    1.0  334.4  2.0  28 
M17                7   39   1.0   2.0  0.85  0.11 173.3    2.3  322.0  2.2  26 
M17                2   56   1.0   3.0  0.57  0.05   4.0    2.5  380.0  2.1  44 
M17               -3   73   1.0   4.0  0.93  0.03 177.4    1.0  522.6  0.6  53 
M17               -7   90   1.0   5.0  1.38  0.03   5.2    0.6  603.2  0.0  55 
M17              -12  108   1.0   6.0  1.20  0.04   7.0    1.0  383.9  0.0  54 
M17              -17  125   1.0   7.0  0.82  0.11  10.6    3.8  194.6  0.7  42 
M17              -22  142   1.0   8.0  0.84  0.18  12.8    6.1  137.2  0.8  30 
M17              -27  159   1.0   9.0  0.49  0.38  62.5   22.3   86.2  1.2  10 
M17               59  -76   2.0  -5.0  2.27  0.29  36.0    3.6  117.6  1.7   4 
M17               54  -59   2.0  -4.0  1.86  0.13  22.5    2.0  167.8  0.0  13 
M17               49  -42   2.0  -3.0  1.97  0.09  13.7    1.4  204.1  0.4  17 
M17               44  -24   2.0  -2.0  2.01  0.08   5.8    1.2  219.7  0.4  17 
M17               39   -7   2.0  -1.0  2.12  0.07   3.0    1.0  236.2  0.4  20 
M17               34   10   2.0   0.0  2.25  0.08   4.2    1.0  238.2  0.0  19 
M17               29   27   2.0   1.0  1.81  0.08   7.3    1.2  236.3  0.0  19 
M17               24   44   2.0   2.0  1.02  0.10   4.6    2.9  233.2  0.9  14 
M17               20   61   2.0   3.0  1.17  0.12  13.1    2.8  221.8  0.9  14 
M17               15   78   2.0   4.0  1.01  0.06 179.8    1.8  311.2  0.8  32 
M17               10   95   2.0   5.0  1.21  0.05   1.8    1.3  361.7  0.0  39 
M17                5  112   2.0   6.0  1.04  0.08   5.7    2.2  230.4  0.4  38 
M17               -0  130   2.0   7.0  1.09  0.17  11.6    4.4  145.4  0.8  30 
M17               -5  147   2.0   8.0  0.75  0.36 161.3   13.8   94.9  1.1  13 
M17               71  -54   3.0  -4.0  2.03  0.23  26.9    3.2  144.8  1.6   4 
M17               66  -37   3.0  -3.0  1.22  0.14  22.1    3.2  194.8  0.6  11 
M17               61  -20   3.0  -2.0  1.56  0.14  11.1    2.5  195.0  0.8  14 
M17               56   -2   3.0  -1.0  2.25  0.13   4.9    1.6  174.9  0.7  14 
M17               51   15   3.0   0.0  2.13  0.19   6.4    2.6  178.7  1.4  10 
M17               46   32   3.0   1.0  1.73  0.22   2.8    3.7  173.3  3.8   5 
M17               42   49   3.0   2.0  1.35  0.17  13.6    3.5  184.9  2.0   6 
M17               37   66   3.0   3.0  1.24  0.18  12.7    4.2  168.0  1.4   8 
M17               32   83   3.0   4.0  1.36  0.19   7.0    4.0  196.1  1.2  10 
M17               27  100   3.0   5.0  1.40  0.13  13.1    2.6  182.6  0.9  12 
M17               22  117   3.0   6.0  1.65  0.24  13.2    4.1  135.0  1.4   9 
M17               17  134   3.0   7.0  1.53  0.56  22.7   10.4  114.6  2.3   5 
W43-MM1          -53  -36  -3.0  -2.0  4.57  1.28  42.3    8.1  150.7  4.6  11 
W43-MM1          -53  -18  -3.0  -1.0  1.41  1.01 164.0   19.9  135.0  2.1  22 
W43-MM1          -53    0  -3.0   0.0  1.59  0.97 163.9   17.2  139.4  2.1  22 
W43-MM1          -53   18  -3.0   1.0  0.61  1.08 113.3   50.0  116.9  2.1  22 
W43-MM1          -53   36  -3.0   2.0  4.04  2.32 172.9   16.4   74.2  3.8  11 
W43-MM1          -36  -53  -2.0  -3.0  1.48  1.66  43.1   32.3  118.1  4.6  11 
W43-MM1          -36  -36  -2.0  -2.0  1.15  0.89   9.8   22.6  145.6  2.1  22 
W43-MM1          -36  -18  -2.0  -1.0  0.56  0.66  43.6   33.5  208.2  2.2  22 
W43-MM1          -36    0  -2.0   0.0  0.64  0.71  19.6   31.7  178.5  2.2  22 
W43-MM1          -36   18  -2.0   1.0  1.88  0.92 126.2   14.1  138.2  2.1  22 
W43-MM1          -36   36  -2.0   2.0  1.02  1.84  11.1   52.5  116.2  3.0  11 
W43-MM1          -18  -53  -1.0  -3.0  1.90  1.25 172.2   18.6  114.1  4.6  11 
W43-MM1          -18  -36  -1.0  -2.0  3.04  0.73   8.0    6.8  145.1  2.2  22 
W43-MM1          -18  -18  -1.0  -1.0  0.61  0.51  12.6   24.1  233.3  2.2  22 
W43-MM1          -18    0  -1.0   0.0  0.50  0.53 128.6   30.0  271.4  2.2  22 
W43-MM1          -18   18  -1.0   1.0  3.20  1.03 173.8    9.2  183.6  2.4  22 
W43-MM1          -18   36  -1.0   2.0  1.60  1.36  16.4   24.4  112.8  2.2  22 
W43-MM1          -18   53  -1.0   3.0 11.22  4.27 112.7   10.5   62.0  4.2  11 
W43-MM1           -0  -53   0.0  -3.0  3.13  1.76   1.5   16.1  107.7  4.5  11 
W43-MM1           -0  -36   0.0  -2.0  2.02  1.06 169.4   15.1  121.6  2.1  22 
W43-MM1           -0  -18   0.0  -1.0  0.79  0.52  19.4   19.0  220.3  2.2  22 
W43-MM1            0    0   0.0   0.0  0.72  0.22 178.1    8.6  590.0  2.2  22 
W43-MM1            0   18   0.0   1.0  1.00  0.53 171.1   15.0  248.3  2.4  22 
W43-MM1            0   36   0.0   2.0  2.64  1.07 160.8   11.5  127.4  2.4  22 
W43-MM1            0   53   0.0   3.0  5.60  2.82 137.7   14.4   75.0  4.4  11 
W43-MM1           18  -53   1.0  -3.0  1.80  2.06  25.7   33.6   93.3  4.2  11 
W43-MM1           18  -36   1.0  -2.0  2.38  1.67  46.0   20.1   96.4  2.0  22 
W43-MM1           18  -18   1.0  -1.0  1.81  1.02  95.4   16.2  149.4  2.1  22 
W43-MM1           18   -0   1.0   0.0  0.40  0.49 176.5   34.8  246.6  2.2  22 
W43-MM1           18   18   1.0   1.0  0.68  0.69 149.0   28.8  189.6  2.3  22 
W43-MM1           18   36   1.0   2.0  1.92  1.00 162.0   14.3  144.4  2.4  22 
W43-MM1           18   53   1.0   3.0  5.63  2.66 155.5   13.1   77.1  4.4  11 
W43-MM1           36  -36   2.0  -2.0  2.79  1.57  16.6   15.9  110.6  4.8  11 
W43-MM1           36  -18   2.0  -1.0  1.12  1.23  60.5   31.3  100.2  2.2  22 
W43-MM1           36   -0   2.0   0.0  1.89  1.17  57.8   17.7  117.4  2.2  22 
W43-MM1           36   18   2.0   1.0  1.88  1.30  32.1   20.0  130.5  2.3  22 
W43-MM1           36   36   2.0   2.0  2.51  1.77  10.3   20.5  119.0  4.4  11 
G34.3+0.2        -71  -36  -4.0  -2.0  0.81  0.45  25.8   15.9  107.3  2.1   6 
G34.3+0.2        -71  -18  -4.0  -1.0  0.64  0.25  27.7   11.2  102.4  0.7  14 
G34.3+0.2        -71    0  -4.0   0.0  0.64  0.22  21.5   10.0  110.7  0.7  14 
G34.3+0.2        -71   18  -4.0   1.0  1.32  0.22  16.2    4.8  103.6  0.7  14 
G34.3+0.2        -71   36  -4.0   2.0  1.38  0.29  19.0    6.0  110.6  1.1   8 
G34.3+0.2        -53  -53  -3.0  -3.0  0.66  0.42 179.0   18.2  128.6  1.7   8 
G34.3+0.2        -53  -36  -3.0  -2.0  0.51  0.12 153.6    6.9  179.9  4.9  32 
G34.3+0.2        -53  -18  -3.0  -1.0  1.26  0.13   2.0    2.9  153.7  2.6  47 
G34.3+0.2        -53    0  -3.0   0.0  0.73  0.12   4.5    4.6  184.9  1.9  46 
G34.3+0.2        -53   18  -3.0   1.0  0.87  0.10  21.4    3.2  231.4  2.4  45 
G34.3+0.2        -53   36  -3.0   2.0  0.93  0.11  43.0    3.4  185.0  5.0  29 
G34.3+0.2        -53   53  -3.0   3.0  1.60  0.35  37.5    6.3  106.2  1.1   8 
G34.3+0.2        -36  -53  -2.0  -3.0  1.26  0.17 120.8    3.8  133.4  4.1  26 
G34.3+0.2        -36  -36  -2.0  -2.0  0.16  0.06 159.2   10.9  260.0  1.0  56 
G34.3+0.2        -36  -18  -2.0  -1.0  0.91  0.06 173.9    1.9  260.0  1.6  59 
G34.3+0.2        -36    0  -2.0   0.0  0.37  0.07  23.0    5.4  270.9  1.4  58 
G34.3+0.2        -36   18  -2.0   1.0  0.29  0.06  61.7    5.4  359.8  1.2  57 
G34.3+0.2        -36   36  -2.0   2.0  0.74  0.09  66.0    3.4  211.8  2.1  47 
G34.3+0.2        -36   53  -2.0   3.0  0.90  0.22  62.0    7.0  117.1  3.3  23 
G34.3+0.2        -18  -71  -1.0  -4.0 10.85  5.02 101.8   13.3  100.7  2.0   4 
